feature	cluster	vt_score
AQP4	3	-2.198051881035478
AQP4	4	2.332671922188324
AQP4	5	2.5425244273675753
MT-ND4L	1	4.111742675058794
MT-ND4L	2	-3.7459112216424053
MT-ND4L	3	-0.6538759681545554
MT-ND4L	4	1.392808461371806
MT-ND4L	5	-1.5899616418283822
BCAN	1	-1.2702564287011449
BCAN	2	-2.510999372326661
BCAN	3	-2.3087981671279985
BCAN	4	3.305940946519265
BCAN	5	2.4770001003715505
B2M	1	-1.8555467402108103
B2M	2	0.47155211154745397
B2M	3	-0.10550974592455056
B2M	4	-2.23497956496332
B2M	5	3.8574391805851667
FTL	1	-0.4781086850999922
FTL	2	-1.406551138590865
FTL	3	0.1810117983119999
FTL	4	-1.7759418438750003
FTL	5	3.585409299271308
SPP1	1	-0.5146785341207751
SPP1	2	0.24168288710593921
SPP1	3	-0.49320312257528287
SPP1	4	-2.645667000855108
SPP1	5	3.3093481930826574
TPT1	1	-3.420481674857819
TPT1	2	0.850814334103976
TPT1	3	3.3876597447859997
TPT1	4	1.8547924082366618
TPT1	5	-1.4982915591968595
PSAP	1	-2.575481412255926
PSAP	2	1.225024526525236
PSAP	3	-1.8147995426545465
PSAP	4	-2.3769075310465406
PSAP	5	5.325746874479076
RPL3	1	-3.7318249040296747
RPL3	2	-1.0214421387261008
RPL3	3	2.6545113292155937
RPL3	4	4.736470370084921
RPL3	5	-1.5201222643544674
PTPRZ1	1	-2.356406690042988
PTPRZ1	2	3.3551598351215257
PTPRZ1	3	-1.6087625733473743
PTPRZ1	4	-1.3817668615581304
PTPRZ1	5	1.7611662309449467
GNAS	1	-2.0126640773524618
GNAS	2	-0.2141671415917718
GNAS	3	3.5992136459674073
GNAS	4	-0.6907985067237098
GNAS	5	0.3853871788065677
RPLP0	1	-4.358905961306336
RPLP0	2	-1.038385165998928
RPLP0	3	3.23442659251347
RPLP0	4	3.8499618721031372
RPLP0	5	-0.3756962786453678
TMSB4X	1	-2.9010042347870235
TMSB4X	2	0.3443152242719059
TMSB4X	3	4.2792060422131355
TMSB4X	4	-2.989448081047168
TMSB4X	5	2.5468249059390273
SPARCL1	1	-2.175932115341778
SPARCL1	2	1.3362008622504142
SPARCL1	3	-3.255795588818013
SPARCL1	4	-0.31052663939125685
SPARCL1	5	3.8287317665819924
RPL4	1	-4.447805066224001
RPL4	2	-0.37722696716566056
RPL4	3	4.664200100882566
RPL4	4	3.966260074647549
RPL4	5	-2.159676083021723
PMP2	1	-1.2631163550042577
PMP2	2	0.32939396187047065
PMP2	3	-2.693602378749992
PMP2	4	-0.746696625713724
PMP2	5	3.8516197723280357
GPM6B	1	-3.0676615774310108
GPM6B	2	1.3087446239911036
GPM6B	3	-2.5999856981555194
GPM6B	4	0.5949733058643994
GPM6B	5	3.4504600585295897
FAM107A	1	0.0283720665164696
FAM107A	2	-1.5028922348450782
FAM107A	3	-2.8431044279291497
FAM107A	4	2.5847281112688605
FAM107A	5	1.1253556800946292
TUBA1B	1	-2.370357671583431
TUBA1B	2	-0.36610113850614046
TUBA1B	3	3.0936855835448926
TUBA1B	4	-1.8958584977067525
TUBA1B	5	2.5118694140744595
SCD	1	-1.7501861491103845
SCD	2	0.27163930054761753
SCD	3	0.216409531689643
SCD	4	0.9734384549271357
SCD	5	0.5336614127742474
EEF1G	1	-3.1571200779866344
EEF1G	2	-1.5766389980333235
EEF1G	3	1.6038421985940399
EEF1G	4	5.035838158944931
EEF1G	5	-1.0818768723160546
APP	1	-3.5478729000872864
APP	2	3.333255758341508
APP	3	-0.5408032838392941
APP	4	-1.8782741209830802
APP	5	2.778526497058246
GLUL	1	-1.585410827583217
GLUL	2	1.8990166481345014
GLUL	3	-1.8766685008788841
GLUL	4	-0.9092130085095139
GLUL	5	2.1375601276594742
UBC	1	-3.37960495289149
UBC	2	3.198544515888264
UBC	3	0.2119856760289527
UBC	4	-2.2471327555258584
UBC	5	2.520349165284578
QKI	1	-2.1289592759065354
QKI	2	0.06688887060027392
QKI	3	-2.2443613646157456
QKI	4	1.0769886493251801
QKI	5	2.9368447172425145
NTRK2	1	-1.2349282859614317
NTRK2	2	-1.460753863229771
NTRK2	3	-2.662783754800038
NTRK2	4	0.4947470174532821
NTRK2	5	4.4060716467536825
HNRNPA1	1	-3.5556050132447417
HNRNPA1	2	-0.8881137514583913
HNRNPA1	3	1.4349827734331055
HNRNPA1	4	4.05215572284741
HNRNPA1	5	-0.246644444464483
ITM2C	1	-2.5262555132163236
ITM2C	2	0.2335063298843228
ITM2C	3	-2.3468078357800146
ITM2C	4	-0.6095728872192129
ITM2C	5	4.9486361883604175
IGF2	1	-0.3511842784342235
IGF2	2	1.4457640400459124
IGF2	3	0.3977957757009414
IGF2	4	-0.7751342981493923
IGF2	5	-0.6309628611142807
HSPA8	1	-3.886681711492479
HSPA8	2	-0.16053515911883012
HSPA8	3	2.8554255952658094
HSPA8	4	0.8520299491365674
HSPA8	5	1.4496886263613027
CST3	1	-2.371835688782503
CST3	2	2.2024935779649892
CST3	3	-1.8871733367170527
CST3	4	-0.8019931026684763
CST3	5	2.599473968289328
RPS6	1	-3.0015499382235267
RPS6	2	-1.455463406834213
RPS6	3	3.3580647027922943
RPS6	4	3.647422163338277
RPS6	5	-1.3454989694875108
RPL13A	1	-3.8093928304798284
RPL13A	2	-1.4784546193133923
RPL13A	3	2.9886799967826505
RPL13A	4	4.410482748806319
RPL13A	5	-0.8989866727186396
MTURN	1	0.4370067996913624
MTURN	2	-0.6312655487162182
MTURN	3	-2.4318390176114497
MTURN	4	1.2441024567208165
MTURN	5	0.7893150140181864
HSP90AA1	1	-1.377833216387351
HSP90AA1	2	-0.5416191243892118
HSP90AA1	3	1.5061309356429393
HSP90AA1	4	-0.4621205609759947
HSP90AA1	5	1.3882403580924247
FOS	1	-1.0971131552088433
FOS	2	-0.2058233979451387
FOS	3	-1.0606891666489582
FOS	4	-0.9987287144652512
FOS	5	3.220006544574496
CHI3L1	1	-1.696526122676481
CHI3L1	2	1.7984592962818948
CHI3L1	3	0.6060696554956192
CHI3L1	4	-0.6925227087627152
CHI3L1	5	0.2568099638588588
RPL15	1	-4.25446296774981
RPL15	2	-0.04652745833739615
RPL15	3	2.979757864976866
RPL15	4	2.9755333700273163
RPL15	5	-0.45052125471010196
RPS2	1	-3.6102085695920754
RPS2	2	-1.5300241695535224
RPS2	3	4.570847669785573
RPS2	4	2.0800280686272314
RPS2	5	0.027041635617306176
IGFBP5	1	-2.241548119999544
IGFBP5	2	2.5900922603212924
IGFBP5	3	1.5634788542135354
IGFBP5	4	-1.247680046221264
IGFBP5	5	-0.13302337271189216
TUBB	1	-3.428736471311634
TUBB	2	-0.7710230658876316
TUBB	3	5.40424947087717
TUBB	4	-1.0394709957182988
TUBB	5	1.4917120559179373
RPS3A	1	-3.8860775291940004
RPS3A	2	-1.09064332780692
RPS3A	3	2.918374132284375
RPS3A	4	4.38736711611954
RPS3A	5	-1.1350626537519102
MT-ATP8	1	3.5220625858705232
MT-ATP8	2	-3.754939727475475
MT-ATP8	3	0.24326496931904898
MT-ATP8	4	1.1647496606000503
MT-ATP8	5	-1.3867764656171329
CD74	1	-1.2880895476795222
CD74	2	0.9252497057749778
CD74	3	-3.0754040804164
CD74	4	-2.2371366226964122
CD74	5	5.030771999413207
HSP90AB1	1	-3.65638459175008
HSP90AB1	2	0.5310570252519721
HSP90AB1	3	1.6810591356056594
HSP90AB1	4	1.018803060098512
HSP90AB1	5	1.2168203476768473
DPYSL3	1	-2.902673530705328
DPYSL3	2	-0.1915661760997726
DPYSL3	3	-2.0112432336542696
DPYSL3	4	2.521130104249941
DPYSL3	5	2.4552889985410578
TUBB2B	1	-3.0814583227061063
TUBB2B	2	1.5936327748705414
TUBB2B	3	-1.0466485815464408
TUBB2B	4	-0.9711412046519349
TUBB2B	5	3.535139180966781
RPL13	1	-2.875051208702679
RPL13	2	-1.354560744864022
RPL13	3	2.9726807246098748
RPL13	4	3.887848535352486
RPL13	5	-1.532403921048632
SDC3	1	-2.973621649573731
SDC3	2	3.0332711940928014
SDC3	3	-2.020068272544036
SDC3	4	-0.05658186264152391
SDC3	5	1.7800834666037768
SEPT2	1	-3.3489860002945013
SEPT2	2	0.13903364591075765
SEPT2	3	-0.36934819792665646
SEPT2	4	1.6560212466502198
SEPT2	5	2.2126181176409023
EGR1	1	-1.02972384701022
EGR1	2	-0.4049841802048571
EGR1	3	0.5006350257424628
EGR1	4	-0.43037195505708165
EGR1	5	1.5981158371226412
RPL10	1	-4.485109589228605
RPL10	2	-0.3615478054271089
RPL10	3	3.4499449008318277
RPL10	4	2.9392346904375146
RPL10	5	-0.19501789933755914
CALM1	1	-1.5075499160719124
CALM1	2	2.5037996396969646
CALM1	3	-1.5382646109153109
CALM1	4	-0.8787413028120749
CALM1	5	1.1435348061803388
YWHAE	1	-2.937591821399133
YWHAE	2	0.4094095477631378
YWHAE	3	0.4759192137067759
YWHAE	4	-0.24477638266852733
YWHAE	5	2.711590481170605
HIPK2	1	-1.0011504272012588
HIPK2	2	-1.0294924054848973
HIPK2	3	-1.9997183717385585
HIPK2	4	2.375203364913663
HIPK2	5	1.3438597535888728
RHOB	1	-2.6807646344948357
RHOB	2	-0.673039256353414
RHOB	3	-1.1022023855360212
RHOB	4	0.14477269349568075
RHOB	5	4.355213563581492
NDRG2	1	-1.1457190657487688
NDRG2	2	0.3432373635294905
NDRG2	3	-2.9301863503861303
NDRG2	4	2.5790642801083736
NDRG2	5	0.6054933674729626
HLA-A	1	-2.698439858400561
HLA-A	2	0.9108818761309356
HLA-A	3	0.7803687445188745
HLA-A	4	-3.117890219196879
HLA-A	5	4.5364228323975
RPS11	1	-3.807719818317377
RPS11	2	-1.7881704139814758
RPS11	3	2.8907381432353776
RPS11	4	4.623148082024627
RPS11	5	-0.7186815195499187
PCDHGC3	1	-3.3271597041514513
PCDHGC3	2	3.6423033766038215
PCDHGC3	3	-0.41359400722587675
PCDHGC3	4	-0.766854720644515
PCDHGC3	5	1.0235731561251882
MARCKS	1	-1.937556588538973
MARCKS	2	-2.241262004543763
MARCKS	3	-0.3435778238837488
MARCKS	4	0.9162231798978171
MARCKS	5	3.7995539518338335
CTSB	1	-1.1719850339888467
CTSB	2	2.4197756741075205
CTSB	3	-0.47895372856027485
CTSB	4	-2.5538337582710433
CTSB	5	1.7036671086381596
RACK1	1	-4.749764321149369
RACK1	2	-0.0691941286873738
RACK1	3	4.787514754513608
RACK1	4	3.121488729290676
RACK1	5	-1.4012811408456358
MAP1B	1	-2.6633053534500877
MAP1B	2	-0.27944978259055736
MAP1B	3	-0.25953849978274696
MAP1B	4	-0.8285106296110423
MAP1B	5	4.250656987973836
PKM	1	-3.1793585747918196
PKM	2	0.6775975697249651
PKM	3	5.266747651779937
PKM	4	-2.4526416096886363
PKM	5	1.2307428606523227
EIF4G2	1	-3.4225962373702528
EIF4G2	2	0.43160050047902326
EIF4G2	3	1.8985309626507996
EIF4G2	4	-0.26921243961188174
EIF4G2	5	2.1652833432941274
RPS4X	1	-3.9844111866204823
RPS4X	2	-0.06747829198807223
RPS4X	3	1.8908386619255924
RPS4X	4	4.174104936251548
RPS4X	5	-1.0807272052820311
A2M	1	-1.95646460105793
A2M	2	1.7003708171143144
A2M	3	-1.4757769047954623
A2M	4	-2.1988888854416877
A2M	5	3.719115676943999
RPS18	1	-3.474728483222303
RPS18	2	-0.900301980438702
RPS18	3	3.260347352984897
RPS18	4	3.248643488684471
RPS18	5	-0.9224183106886235
RPL41	1	-3.765525022842606
RPL41	2	0.09157149889213005
RPL41	3	2.11040763296019
RPL41	4	2.2842140498298606
RPL41	5	0.21175837711451218
LRP1	1	-2.803662491071872
LRP1	2	3.26426629979224
LRP1	3	-0.2377706931393809
LRP1	4	-1.5417544474848117
LRP1	5	1.4620841237385165
CANX	1	-4.523476883163778
CANX	2	1.6078906155448083
CANX	3	1.172124556129895
CANX	4	-0.2874354059733986
CANX	5	2.7506068390221503
PTMA	1	-2.6708300359668713
PTMA	2	-1.961806018796427
PTMA	3	2.288072551553204
PTMA	4	1.486136034429658
PTMA	5	1.7560807620845447
RPSA	1	-3.71966713143168
RPSA	2	-1.7226927507843204
RPSA	3	3.221142512302291
RPSA	4	3.0141866077706134
RPSA	5	0.45277532202821635
DAAM2	1	-0.8649718713174098
DAAM2	2	-1.9032613130549139
DAAM2	3	-1.0181095519921897
DAAM2	4	2.7358167348469378
DAAM2	5	0.9841239057874457
CNP	1	-0.9229826337955577
CNP	2	-0.0291869153207037
CNP	3	-1.2783802704612273
CNP	4	0.4346631425857318
CNP	5	1.5975106682216842
HNRNPA2B1	1	-0.93535450038341
HNRNPA2B1	2	-2.181350986705225
HNRNPA2B1	3	1.2632398493701205
HNRNPA2B1	4	0.990400723699473
HNRNPA2B1	5	1.3302367135394997
SYT11	1	-2.788235235830844
SYT11	2	1.1481218436884946
SYT11	3	-2.847553791761111
SYT11	4	0.04037573676281807
SYT11	5	4.041796723535038
UBB	1	-3.8378399140799146
UBB	2	0.08539641589329204
UBB	3	1.0634191764250682
UBB	4	1.375714946455094
UBB	5	1.9930623662994371
NES	1	-3.5406486406010615
NES	2	0.6211028468351262
NES	3	0.5745682782502747
NES	4	-0.5489397839191252
NES	5	3.387326726864489
ATP1A2	1	-1.232682829108501
ATP1A2	2	0.1925211929701009
ATP1A2	3	-2.408820141475615
ATP1A2	4	2.847795538542674
ATP1A2	5	0.19348128286066316
TMBIM6	1	-3.8396186259505436
TMBIM6	2	2.9852262343309555
TMBIM6	3	-0.628543738798831
TMBIM6	4	-1.885134695623079
TMBIM6	5	3.5318377251531525
RPL8	1	-3.6720612202606344
RPL8	2	-1.8414231108808932
RPL8	3	3.549759307399874
RPL8	4	3.5990573437875266
RPL8	5	-0.30605552235621
ENO1	1	-2.8168650884122672
ENO1	2	0.16054843550934955
ENO1	3	3.51275526970691
ENO1	4	-1.6794707725137854
ENO1	5	1.9334791512328369
GJA1	1	-2.009563373987872
GJA1	2	-0.8059313841113805
GJA1	3	-0.9580869229209117
GJA1	4	1.5254612809182126
GJA1	5	2.275714456936351
RPL7A	1	-3.6559862865170376
RPL7A	2	-1.3644848367916889
RPL7A	3	3.1849187425139465
RPL7A	4	4.178906400425786
RPL7A	5	-1.1066882325971241
DDR1	1	-3.74145155033635
DDR1	2	2.041614518229829
DDR1	3	-1.8045705346188756
DDR1	4	-1.2490016051537236
DDR1	5	4.6589143766961545
H3F3B	1	-3.7737694630234806
H3F3B	2	1.9120925801593338
H3F3B	3	0.30689363058005753
H3F3B	4	0.39124153057983263
H3F3B	5	1.598710215841662
SPTBN1	1	-2.245349917714194
SPTBN1	2	0.472111259121453
SPTBN1	3	-1.8577054505858932
SPTBN1	4	0.47369582835081714
SPTBN1	5	2.951082854135034
MAP4	1	-2.275314724945542
MAP4	2	-0.1295655876061452
MAP4	3	0.3297481071859793
MAP4	4	0.4774331548765511
MAP4	5	1.9293031667601248
RPL5	1	-3.5426773257514284
RPL5	2	-1.548518514761239
RPL5	3	3.0425973881704254
RPL5	4	4.755803102996694
RPL5	5	-1.5044108115445503
CRYAB	1	0.6944412155380653
CRYAB	2	-0.842919455045792
CRYAB	3	-1.353954827283709
CRYAB	4	-0.39006692996488096
CRYAB	5	1.5121853323561656
RPS8	1	-3.4078710476055942
RPS8	2	-1.9865582035588996
RPS8	3	3.677351557169123
RPS8	4	3.991855024164227
RPS8	5	-0.9347875997438452
TNR	1	-1.1496953808430777
TNR	2	0.11856465846218031
TNR	3	-1.3508473208430092
TNR	4	1.1641348730208105
TNR	5	1.0324189888260835
RPL7	1	-3.5520568538713224
RPL7	2	-0.6866434863324042
RPL7	3	1.5521772266897427
RPL7	4	4.620206676482148
RPL7	5	-1.1070128092781581
CFL1	1	-3.1204403886982837
CFL1	2	-0.6043204228752564
CFL1	3	3.065692728515633
CFL1	4	-1.138549187839787
CFL1	5	2.8603628059163757
SERPINA3	1	-2.227039151721153
SERPINA3	2	2.3452164150141708
SERPINA3	3	-2.4468224847913294
SERPINA3	4	-2.3621258647326746
SERPINA3	5	4.259378220546231
RPL19	1	-3.4512374256475398
RPL19	2	-1.821860575241939
RPL19	3	3.542719465626161
RPL19	4	3.687619325957731
RPL19	5	-0.6526285233918796
GPM6A	1	-2.282551102368258
GPM6A	2	1.283162184373119
GPM6A	3	-2.9433092047473557
GPM6A	4	1.2011121741113788
GPM6A	5	2.2709669421181347
HLA-B	1	-1.2925867955267945
HLA-B	2	0.38618127340223524
HLA-B	3	0.019430089501236966
HLA-B	4	-2.4043921413327025
HLA-B	5	3.3935712017892135
YBX1	1	-3.088062024840774
YBX1	2	-2.196141204829601
YBX1	3	2.573115210170636
YBX1	4	0.8658614905890588
YBX1	5	2.853000646324648
PPIA	1	-3.151742411593366
PPIA	2	-0.9600634262230041
PPIA	3	4.14873404524576
PPIA	4	0.03596496756705577
PPIA	5	1.274612934942317
SLC1A3	1	-2.3638622847970185
SLC1A3	2	2.034638724045064
SLC1A3	3	-0.25755708869243704
SLC1A3	4	-0.03573260787131494
SLC1A3	5	0.7638975436946462
CKB	1	-2.3275831974228227
CKB	2	-0.5092403552435154
CKB	3	-0.8465776731711042
CKB	4	1.2415101718189538
CKB	5	2.5190151776185234
MAP2	1	-0.10565514251258554
MAP2	2	-1.6502468908413332
MAP2	3	-1.9417504128445402
MAP2	4	1.7817232773039664
MAP2	5	1.5300309661555684
AQP1	1	-1.0291598949575689
AQP1	2	-0.8179280302429911
AQP1	3	-2.255146351575722
AQP1	4	1.3207700016584083
AQP1	5	2.3934956849068163
FN1	1	-1.7996800348887194
FN1	2	-0.27360977530860453
FN1	3	5.124006453745296
FN1	4	-1.6522126830559318
FN1	5	-0.0032187383958706805
MARCKSL1	1	-1.74743737715894
MARCKSL1	2	-1.530224424232811
MARCKSL1	3	-0.7718431916397502
MARCKSL1	4	1.1692644515995656
MARCKSL1	5	2.9372392365160893
PABPC1	1	-3.4708107350814394
PABPC1	2	-2.026013357849312
PABPC1	3	2.534239771015018
PABPC1	4	3.715969355181848
PABPC1	5	0.3191729771764953
HNRNPU	1	-1.8876483778820163
HNRNPU	2	-1.7968464226177097
HNRNPU	3	0.47287534856967745
HNRNPU	4	2.2175469158160004
HNRNPU	5	1.3820594353933455
SPTAN1	1	-1.3539409785113388
SPTAN1	2	-1.7329976304536248
SPTAN1	3	-2.5645279639208174
SPTAN1	4	1.853108297815896
SPTAN1	5	3.4012678969591352
MTSS1L	1	-1.091773315815244
MTSS1L	2	-0.7849811499157022
MTSS1L	3	-2.1587446786897684
MTSS1L	4	2.646287322394507
MTSS1L	5	1.0473432824764244
RPLP1	1	-3.127182797950563
RPLP1	2	-1.9746720641187225
RPLP1	3	4.505126856477228
RPLP1	4	2.4139672190926924
RPLP1	5	-0.33158076788193624
CPE	1	-1.6853700148608572
CPE	2	-0.2721065018137705
CPE	3	-3.394995520819419
CPE	4	0.6784299697922346
CPE	5	4.06374479275381
MAP4K4	1	-1.6594471323960382
MAP4K4	2	-1.5980568480035529
MAP4K4	3	-0.3142096220232409
MAP4K4	4	2.244175429440669
MAP4K4	5	1.4995288034028897
RPL6	1	-4.21564528090015
RPL6	2	-0.7834202595693903
RPL6	3	3.8766780369409553
RPL6	4	3.7297668285899963
RPL6	5	-1.1666328712920044
LDHB	1	-2.4150691824811035
LDHB	2	-1.1039294355959646
LDHB	3	0.7984513661160866
LDHB	4	2.3435387710130344
LDHB	5	0.8833763122968781
CD81	1	-3.535563161712746
CD81	2	1.440094496720912
CD81	3	-1.456661018439671
CD81	4	-0.3698644683067886
CD81	5	3.9144269481239067
RPL32	1	-3.1800092702892457
RPL32	2	-1.3674446764340158
RPL32	3	2.9903993970862266
RPL32	4	3.871518501048528
RPL32	5	-1.1789550509202036
RPS3	1	-3.510543567610799
RPS3	2	-1.657217304024541
RPS3	3	3.751016188459792
RPS3	4	4.146438132052717
RPS3	5	-1.367323889122215
TIMP2	1	-3.210382705049518
TIMP2	2	-0.9659704934516679
TIMP2	3	2.8756654765875016
TIMP2	4	-1.4091073899347522
TIMP2	5	3.742444802628415
DST	1	-2.4070945429275237
DST	2	1.4305025042057002
DST	3	-1.6038324600509009
DST	4	-0.49778917182309984
DST	5	2.913319121687279
DPYSL2	1	-2.5182963029343495
DPYSL2	2	-0.18574740192202788
DPYSL2	3	-1.8556855385360715
DPYSL2	4	0.6966596219995519
DPYSL2	5	3.7058057920680576
C3	1	-1.1768701065125269
C3	2	-0.5841705812748317
C3	3	-3.2521521979620855
C3	4	-0.6965468264335515
C3	5	5.068645488903676
NCL	1	-1.900904940494992
NCL	2	-1.719360758835643
NCL	3	1.0035034519198414
NCL	4	1.0753267724186877
NCL	5	2.040069457688874
SRRM2	1	-0.6781508967478703
SRRM2	2	-1.7034140072683055
SRRM2	3	0.914265408931608
SRRM2	4	0.5073199882237053
SRRM2	5	1.2985680019669088
ITM2B	1	-3.1661049054114114
ITM2B	2	3.3822413817825665
ITM2B	3	-0.8265115363779717
ITM2B	4	-0.8574945339472754
ITM2B	5	1.5160328458553838
DDX17	1	-1.4477414867272294
DDX17	2	-1.279010116260175
DDX17	3	-0.710654215397391
DDX17	4	3.3565853579137856
DDX17	5	0.14258241484144077
RPS24	1	-2.459228711471275
RPS24	2	-1.4828051592368123
RPS24	3	3.489266981140589
RPS24	4	2.80537545446587
RPS24	5	-1.1869013491619205
NCAM1	1	-1.085940404053104
NCAM1	2	-0.9893654756188134
NCAM1	3	-2.02454714708243
NCAM1	4	1.670340854236171
NCAM1	5	2.111209130058118
YWHAZ	1	-2.709824129267426
YWHAZ	2	0.1403440448916651
YWHAZ	3	2.047476466578311
YWHAZ	4	-0.8603729777473659
YWHAZ	5	2.1444622920051186
ALDOA	1	-2.5515606807300544
ALDOA	2	0.8514583239924864
ALDOA	3	3.558701157191517
ALDOA	4	-1.6107021948345461
ALDOA	5	0.8288536509601961
RPS23	1	-3.9277097560349783
RPS23	2	-0.3374405621960094
RPS23	3	3.148212105779743
RPS23	4	4.235962254952992
RPS23	5	-1.8865996132094356
DDX5	1	-2.8390457647226848
DDX5	2	-0.4525814630512579
DDX5	3	1.7929560967312985
DDX5	4	0.8803394341842843
DDX5	5	1.3711828106046011
JUN	1	-1.9930903022917748
JUN	2	-0.2968092041228072
JUN	3	0.2958869959432035
JUN	4	-1.584416845237106
JUN	5	3.848962450502879
NUCKS1	1	-3.12041525635642
NUCKS1	2	0.11678536593512907
NUCKS1	3	1.4736466388027873
NUCKS1	4	0.8716892895773852
NUCKS1	5	1.3512589509531976
HNRNPK	1	-3.4913425119902057
HNRNPK	2	-0.0946042792530184
HNRNPK	3	0.9929173150039757
HNRNPK	4	0.462168065472152
HNRNPK	5	2.7492570803645395
RPS9	1	-4.214031576903417
RPS9	2	-1.1981969785023603
RPS9	3	2.6376590411007954
RPS9	4	3.8599917116803026
RPS9	5	0.07277000613235549
C1orf61	1	0.5224381949458883
C1orf61	2	-1.337962094821921
C1orf61	3	-1.5648366137306104
C1orf61	4	2.4545579578367316
C1orf61	5	-0.4368039897958209
APLP2	1	-3.3425323361887584
APLP2	2	3.4774269533285502
APLP2	3	0.6381572438619928
APLP2	4	-1.728837814832996
APLP2	5	1.3570660806641546
HNRNPC	1	-3.4804395369898504
